# this is a map:
# type, action, material, direction = file, sequence index, start, duration
# See 

*,*,*,*=40, 0, 0, 1
SLAUGHTERER, NO_ACTION, NO_MATERIAL, SOUTH_EAST = 41, 78, 60, 1

SLAUGHTERER, BEND_DOWN, *, NORTH_WEST = 41, 79, 0,  4
SLAUGHTERER, RAISE_UP, *, NORTH_WEST  = 41, 79, 3, -4
SLAUGHTERER, BEND_DOWN, *, NORTH_EAST = 41, 80, 0,  4
SLAUGHTERER, RAISE_UP, *, NORTH_EAST  = 41, 80, 3, -4

SLAUGHTERER, WALKING, MEAT, SOUTH_WEST = 41, 81,  0, 12
SLAUGHTERER, WALKING, MEAT, WEST       = 41, 81, 12, 12
SLAUGHTERER, WALKING, MEAT, NORTH_WEST = 41, 81, 24, 12
SLAUGHTERER, WALKING, MEAT, NORTH_EAST = 41, 81, 36, 12
SLAUGHTERER, WALKING, MEAT, EAST       = 41, 81, 48, 12
SLAUGHTERER, WALKING, MEAT, SOUTH_EAST = 41, 81, 60, 12
SLAUGHTERER, NO_ACTION, MEAT, SOUTH_WEST = 41, 81,  0, 1
SLAUGHTERER, NO_ACTION, MEAT, WEST       = 41, 81, 12, 1
SLAUGHTERER, NO_ACTION, MEAT, NORTH_WEST = 41, 81, 24, 1
SLAUGHTERER, NO_ACTION, MEAT, NORTH_EAST = 41, 81, 36, 1
SLAUGHTERER, NO_ACTION, MEAT, EAST       = 41, 81, 48, 1
SLAUGHTERER, NO_ACTION, MEAT, SOUTH_EAST = 41, 81, 60, 1

SLAUGHTERER, BEND_DOWN, MEAT, NORTH_WEST = 41, 82, 0,  4
SLAUGHTERER, RAISE_UP, MEAT, NORTH_WEST  = 41, 82, 3, -4
SLAUGHTERER, BEND_DOWN, MEAT, NORTH_EAST = 41, 83, 0,  4
SLAUGHTERER, RAISE_UP, MEAT, NORTH_EAST  = 41, 83, 3, -4

SLAUGHTERER, WALKING, PIG, SOUTH_WEST = 41, 84,  0, 12
SLAUGHTERER, WALKING, PIG, WEST       = 41, 84, 12, 12
SLAUGHTERER, WALKING, PIG, NORTH_WEST = 41, 84, 24, 12
SLAUGHTERER, WALKING, PIG, NORTH_EAST = 41, 84, 36, 12
SLAUGHTERER, WALKING, PIG, EAST       = 41, 84, 48, 12
SLAUGHTERER, WALKING, PIG, SOUTH_EAST = 41, 84, 60, 12
SLAUGHTERER, NO_ACTION, PIG, SOUTH_WEST = 41, 84,  0, 1
SLAUGHTERER, NO_ACTION, PIG, WEST       = 41, 84, 12, 1
SLAUGHTERER, NO_ACTION, PIG, NORTH_WEST = 41, 84, 24, 1
SLAUGHTERER, NO_ACTION, PIG, NORTH_EAST = 41, 84, 36, 1
SLAUGHTERER, NO_ACTION, PIG, EAST       = 41, 84, 48, 1
SLAUGHTERER, NO_ACTION, PIG, SOUTH_EAST = 41, 84, 60, 1

SLAUGHTERER, BEND_DOWN, PIG, NORTH_WEST = 41, 85, 0,  4
SLAUGHTERER, RAISE_UP, PIG, NORTH_WEST  = 41, 85, 3, -4
SLAUGHTERER, BEND_DOWN, PIG, NORTH_EAST = 41, 86, 0,  4
SLAUGHTERER, RAISE_UP, PIG, NORTH_EAST  = 41, 86, 3, -4
###
# SLAUGHTERER movables end
###



###
# FARMER movables start
###
FARMER, WALKING, CROP, SOUTH_WEST = 41, 87,  0, 12
FARMER, WALKING, CROP, WEST       = 41, 87, 12, 12
FARMER, WALKING, CROP, NORTH_WEST = 41, 87, 24, 12
FARMER, WALKING, CROP, NORTH_EAST = 41, 87, 36, 12
FARMER, WALKING, CROP, EAST       = 41, 87, 48, 12
FARMER, WALKING, CROP, SOUTH_EAST = 41, 87, 60, 12
FARMER, NO_ACTION, CROP, SOUTH_WEST = 41, 87,  0, 1
FARMER, NO_ACTION, CROP, WEST       = 41, 87, 12, 1
FARMER, NO_ACTION, CROP, NORTH_WEST = 41, 87, 24, 1
FARMER, NO_ACTION, CROP, NORTH_EAST = 41, 87, 36, 1
FARMER, NO_ACTION, CROP, EAST       = 41, 87, 48, 1
FARMER, NO_ACTION, CROP, SOUTH_EAST = 41, 87, 60, 1

FARMER, RAISE_UP, CROP, NORTH_WEST  = 41, 88, 0,  4
FARMER, BEND_DOWN, CROP, NORTH_WEST = 41, 88, 3, -4
FARMER, RAISE_UP, CROP, NORTH_EAST  = 41, 89, 0,  4
FARMER, BEND_DOWN, CROP, NORTH_EAST = 41, 89, 3, -4

FARMER, WALKING, NO_MATERIAL, SOUTH_WEST = 41, 90,  0, 13
FARMER, WALKING, NO_MATERIAL, WEST       = 41, 90, 13, 13
FARMER, WALKING, NO_MATERIAL, NORTH_WEST = 41, 90, 26, 13
FARMER, WALKING, NO_MATERIAL, NORTH_EAST = 41, 90, 39, 13
FARMER, WALKING, NO_MATERIAL, EAST       = 41, 90, 52, 13
FARMER, WALKING, NO_MATERIAL, SOUTH_EAST = 41, 90, 65, 13
FARMER, NO_ACTION, NO_MATERIAL, SOUTH_WEST = 41, 90,  0, 1
FARMER, NO_ACTION, NO_MATERIAL, WEST       = 41, 90, 13, 1
FARMER, NO_ACTION, NO_MATERIAL, NORTH_WEST = 41, 90, 26, 1
FARMER, NO_ACTION, NO_MATERIAL, NORTH_EAST = 41, 90, 39, 1
FARMER, NO_ACTION, NO_MATERIAL, EAST       = 41, 90, 52, 1
FARMER, NO_ACTION, NO_MATERIAL, SOUTH_EAST = 41, 90, 65, 1

FARMER, BEND_DOWN, NO_MATERIAL, NORTH_WEST = 41, 91, 0,  4
FARMER, RAISE_UP, NO_MATERIAL, NORTH_WEST  = 41, 91, 3, -4
FARMER, BEND_DOWN, NO_MATERIAL, NORTH_EAST = 41, 92, 0,  4
FARMER, RAISE_UP, NO_MATERIAL, NORTH_EAST  = 41, 92, 3, -4

FARMER, WALKING, PLANT, SOUTH_WEST = 41, 93,  0, 12
FARMER, WALKING, PLANT, WEST       = 41, 93, 12, 12
FARMER, WALKING, PLANT, NORTH_WEST = 41, 93, 24, 12
FARMER, WALKING, PLANT, NORTH_EAST = 41, 93, 36, 12
FARMER, WALKING, PLANT, EAST       = 41, 93, 48, 12
FARMER, WALKING, PLANT, SOUTH_EAST = 41, 93, 60, 12
FARMER, NO_ACTION, PLANT, SOUTH_WEST = 41, 93,  0, 1
FARMER, NO_ACTION, PLANT, WEST       = 41, 93, 12, 1
FARMER, NO_ACTION, PLANT, NORTH_WEST = 41, 93, 24, 1
FARMER, NO_ACTION, PLANT, NORTH_EAST = 41, 93, 36, 1
FARMER, NO_ACTION, PLANT, EAST       = 41, 93, 48, 1
FARMER, NO_ACTION, PLANT, SOUTH_EAST = 41, 93, 60, 1

# sows the seeds
FARMER, ACTION2, *, SOUTH_WEST = 41, 94, 0, 12
FARMER, ACTION2, *, NORTH_WEST = 41, 95, 0, 12
FARMER, ACTION2, *, NORTH_EAST = 41, 96, 0, 12
FARMER, ACTION2, *, SOUTH_EAST = 41, 97, 0, 12

FARMER, WALKING, SCYTHE, SOUTH_WEST = 41, 98,  0, 12
FARMER, WALKING, SCYTHE, WEST       = 41, 98, 12, 12
FARMER, WALKING, SCYTHE, NORTH_WEST = 41, 98, 24, 12
FARMER, WALKING, SCYTHE, NORTH_EAST = 41, 98, 36, 12
FARMER, WALKING, SCYTHE, EAST       = 41, 98, 48, 12
FARMER, WALKING, SCYTHE, SOUTH_EAST = 41, 98, 60, 12
FARMER, NO_ACTION, SCYTHE, SOUTH_WEST = 41, 98,  0, 1
FARMER, NO_ACTION, SCYTHE, WEST       = 41, 98, 12, 1
FARMER, NO_ACTION, SCYTHE, NORTH_WEST = 41, 98, 24, 1
FARMER, NO_ACTION, SCYTHE, NORTH_EAST = 41, 98, 36, 1
FARMER, NO_ACTION, SCYTHE, EAST       = 41, 98, 48, 1
FARMER, NO_ACTION, SCYTHE, SOUTH_EAST = 41, 98, 60, 1

# cut
FARMER, ACTION1, *, SOUTH_WEST = 41, 99,  0, 12
FARMER, ACTION1, *, NORTH_WEST = 41, 99, 12, 12
FARMER, ACTION1, *, NORTH_EAST = 41, 99, 24, 12
FARMER, ACTION1, *, SOUTH_EAST = 41, 99, 36, 12
###
# FARMER movables end
###



###
# FISHERMAN movables start
###
FISHERMAN, WALKING, NO_MATERIAL, SOUTH_WEST = 41, 100,  0, 12
FISHERMAN, WALKING, NO_MATERIAL, WEST       = 41, 100, 12, 12
FISHERMAN, WALKING, NO_MATERIAL, NORTH_WEST = 41, 100, 24, 12
FISHERMAN, WALKING, NO_MATERIAL, NORTH_EAST = 41, 100, 36, 12
FISHERMAN, WALKING, NO_MATERIAL, EAST       = 41, 100, 48, 12
FISHERMAN, WALKING, NO_MATERIAL, SOUTH_EAST = 41, 100, 60, 12
FISHERMAN, NO_ACTION, NO_MATERIAL, SOUTH_WEST = 41, 100,  0, 1
FISHERMAN, NO_ACTION, NO_MATERIAL, WEST       = 41, 100, 12, 1
FISHERMAN, NO_ACTION, NO_MATERIAL, NORTH_WEST = 41, 100, 24, 1
FISHERMAN, NO_ACTION, NO_MATERIAL, NORTH_EAST = 41, 100, 36, 1
FISHERMAN, NO_ACTION, NO_MATERIAL, EAST       = 41, 100, 48, 1
FISHERMAN, NO_ACTION, NO_MATERIAL, SOUTH_EAST = 41, 100, 60, 1

#ACTION1 - throws the bait
FISHERMAN, ACTION1, *, SOUTH_WEST = 41, 101,  0, 12
FISHERMAN, ACTION1, *, WEST       = 41, 102,  0, 12
FISHERMAN, ACTION1, *, NORTH_WEST = 41, 103,  0, 12
FISHERMAN, ACTION1, *, NORTH_EAST = 41, 104,  0, 12
FISHERMAN, ACTION1, *, EAST       = 41, 105,  0, 12
FISHERMAN, ACTION1, *, SOUTH_EAST = 41, 106,  0, 12

#ACTION2 - fish off the hook, fell on the ass, got up and continue fishing
FISHERMAN, ACTION2, *, SOUTH_WEST = 41, 107,  0, 24
FISHERMAN, ACTION2, *, WEST       = 41, 108,  0, 24
FISHERMAN, ACTION2, *, NORTH_WEST = 41, 109,  0, 24
FISHERMAN, ACTION2, *, NORTH_EAST = 41, 110,  0, 24
FISHERMAN, ACTION2, *, EAST       = 41, 111,  0, 24
FISHERMAN, ACTION2, *, SOUTH_EAST = 41, 112,  0, 24

#ACTION3 - caught fish successfully
FISHERMAN, ACTION3, *, SOUTH_WEST = 41, 114,  0, 12
FISHERMAN, ACTION3, *, WEST       = 41, 115,  0, 12
FISHERMAN, ACTION3, *, NORTH_WEST = 41, 116,  0, 12
FISHERMAN, ACTION3, *, NORTH_EAST = 41, 117,  0, 12
FISHERMAN, ACTION3, *, EAST       = 41, 118,  0, 12
FISHERMAN, ACTION3, *, SOUTH_EAST = 41, 119,  0, 12

FISHERMAN, WALKING, FISH, SOUTH_WEST = 41, 113,  0, 12
FISHERMAN, WALKING, FISH, WEST       = 41, 113, 12, 12
FISHERMAN, WALKING, FISH, NORTH_WEST = 41, 113, 24, 12
FISHERMAN, WALKING, FISH, NORTH_EAST = 41, 113, 36, 12
FISHERMAN, WALKING, FISH, EAST       = 41, 113, 48, 12
FISHERMAN, WALKING, FISH, SOUTH_EAST = 41, 113, 60, 12
FISHERMAN, NO_ACTION, FISH, SOUTH_WEST = 41, 113,  0, 1
FISHERMAN, NO_ACTION, FISH, WEST       = 41, 113, 12, 1
FISHERMAN, NO_ACTION, FISH, NORTH_WEST = 41, 113, 24, 1
FISHERMAN, NO_ACTION, FISH, NORTH_EAST = 41, 113, 36, 1
FISHERMAN, NO_ACTION, FISH, EAST       = 41, 113, 48, 1
FISHERMAN, NO_ACTION, FISH, SOUTH_EAST = 41, 113, 60, 1

FISHERMAN, BEND_DOWN, FISH, SOUTH_WEST        = 41, 120, 0,  4
FISHERMAN, RAISE_UP, FISH, SOUTH_WEST         = 41, 120, 3, -4
FISHERMAN, BEND_DOWN, NO_MATERIAL, SOUTH_WEST = 41, 120, 7, -4
FISHERMAN, RAISE_UP, NO_MATERIAL, SOUTH_WEST  = 41, 120, 4,  4

FISHERMAN, BEND_DOWN, FISH, SOUTH_EAST        = 41, 121, 0,  4
FISHERMAN, RAISE_UP, FISH, SOUTH_EAST         = 41, 121, 3, -4
FISHERMAN, BEND_DOWN, NO_MATERIAL, SOUTH_EAST = 41, 121, 7, -4
FISHERMAN, RAISE_UP, NO_MATERIAL, SOUTH_EAST  = 41, 121, 4,  4
###
# FISHERMAN movables end
###



###
# BAKER movables start
###
BAKER, WALKING, BLADE, SOUTH_WEST = 41, 125,  0, 12
BAKER, WALKING, BLADE, WEST       = 41, 125, 12, 12
BAKER, WALKING, BLADE, NORTH_WEST = 41, 125, 24, 12
BAKER, WALKING, BLADE, NORTH_EAST = 41, 125, 36, 12
BAKER, WALKING, BLADE, EAST       = 41, 125, 48, 12
BAKER, WALKING, BLADE, SOUTH_EAST = 41, 125, 60, 12
BAKER, NO_ACTION, BLADE, SOUTH_WEST = 41, 125,  0, 1
BAKER, NO_ACTION, BLADE, WEST       = 41, 125, 12, 1
BAKER, NO_ACTION, BLADE, NORTH_WEST = 41, 125, 24, 1
BAKER, NO_ACTION, BLADE, NORTH_EAST = 41, 125, 36, 1
BAKER, NO_ACTION, BLADE, EAST       = 41, 125, 48, 1
BAKER, NO_ACTION, BLADE, SOUTH_EAST = 41, 125, 60, 1

BAKER, WALKING, WHITE_BREAD, SOUTH_WEST = 41, 126,  0, 12
BAKER, WALKING, WHITE_BREAD, WEST       = 41, 126, 12, 12
BAKER, WALKING, WHITE_BREAD, NORTH_WEST = 41, 126, 24, 12
BAKER, WALKING, WHITE_BREAD, NORTH_EAST = 41, 126, 36, 12
BAKER, WALKING, WHITE_BREAD, EAST       = 41, 126, 48, 12
BAKER, WALKING, WHITE_BREAD, SOUTH_EAST = 41, 126, 60, 12
BAKER, NO_ACTION, WHITE_BREAD, SOUTH_WEST = 41, 126,  0, 1
BAKER, NO_ACTION, WHITE_BREAD, WEST       = 41, 126, 12, 1
BAKER, NO_ACTION, WHITE_BREAD, NORTH_WEST = 41, 126, 24, 1
BAKER, NO_ACTION, WHITE_BREAD, NORTH_EAST = 41, 126, 36, 1
BAKER, NO_ACTION, WHITE_BREAD, EAST       = 41, 126, 48, 1
BAKER, NO_ACTION, WHITE_BREAD, SOUTH_EAST = 41, 126, 60, 1

BAKER, WALKING, BREAD, SOUTH_WEST = 41, 127,  0, 12
BAKER, WALKING, BREAD, WEST       = 41, 127, 12, 12
BAKER, WALKING, BREAD, NORTH_WEST = 41, 127, 24, 12
BAKER, WALKING, BREAD, NORTH_EAST = 41, 127, 36, 12
BAKER, WALKING, BREAD, EAST       = 41, 127, 48, 12
BAKER, WALKING, BREAD, SOUTH_EAST = 41, 127, 60, 12
BAKER, NO_ACTION, BREAD, SOUTH_WEST = 41, 127,  0, 1
BAKER, NO_ACTION, BREAD, WEST       = 41, 127, 12, 1
BAKER, NO_ACTION, BREAD, NORTH_WEST = 41, 127, 24, 1
BAKER, NO_ACTION, BREAD, NORTH_EAST = 41, 127, 36, 1
BAKER, NO_ACTION, BREAD, EAST       = 41, 127, 48, 1
BAKER, NO_ACTION, BREAD, SOUTH_EAST = 41, 127, 60, 1

BAKER, ACTION1, WHITE_BREAD, NORTH_WEST = 41, 128, 0, 12
BAKER, ACTION1, WHITE_BREAD, NORTH_EAST = 41, 129, 0, 12

BAKER, ACTION1, BREAD, NORTH_WEST = 41, 130, 11, -12
BAKER, ACTION1, BREAD, NORTH_EAST = 41, 131, 11, -12

#stand there
BAKER, ACTION2, *, NORTH_WEST = 41, 130, 11, 1
BAKER, ACTION2, *, NORTH_EAST = 41, 131, 11, 1

BAKER, WALKING, FLOUR, SOUTH_WEST = 41, 132,  0, 12
BAKER, WALKING, FLOUR, WEST       = 41, 132, 12, 12
BAKER, WALKING, FLOUR, NORTH_WEST = 41, 132, 24, 12
BAKER, WALKING, FLOUR, NORTH_EAST = 41, 132, 36, 12
BAKER, WALKING, FLOUR, EAST       = 41, 132, 48, 12
BAKER, WALKING, FLOUR, SOUTH_EAST = 41, 132, 60, 12
BAKER, NO_ACTION, FLOUR, SOUTH_WEST = 41, 132,  0, 1
BAKER, NO_ACTION, FLOUR, WEST       = 41, 132, 12, 1
BAKER, NO_ACTION, FLOUR, NORTH_WEST = 41, 132, 24, 1
BAKER, NO_ACTION, FLOUR, NORTH_EAST = 41, 132, 36, 1
BAKER, NO_ACTION, FLOUR, EAST       = 41, 132, 48, 1
BAKER, NO_ACTION, FLOUR, SOUTH_EAST = 41, 132, 60, 1

BAKER, WALKING, WATER, SOUTH_WEST = 41, 133,  0, 12
BAKER, WALKING, WATER, WEST       = 41, 133, 12, 12
BAKER, WALKING, WATER, NORTH_WEST = 41, 133, 24, 12
BAKER, WALKING, WATER, NORTH_EAST = 41, 133, 36, 12
BAKER, WALKING, WATER, EAST       = 41, 133, 48, 12
BAKER, WALKING, WATER, SOUTH_EAST = 41, 133, 60, 12
BAKER, NO_ACTION, WATER, SOUTH_WEST = 41, 133,  0, 1
BAKER, NO_ACTION, WATER, WEST       = 41, 133, 12, 1
BAKER, NO_ACTION, WATER, NORTH_WEST = 41, 133, 24, 1
BAKER, NO_ACTION, WATER, NORTH_EAST = 41, 133, 36, 1
BAKER, NO_ACTION, WATER, EAST       = 41, 133, 48, 1
BAKER, NO_ACTION, WATER, SOUTH_EAST = 41, 133, 60, 1

BAKER, WALKING, NO_MATERIAL, SOUTH_WEST = 41, 134,  0, 12
BAKER, WALKING, NO_MATERIAL, WEST       = 41, 134, 12, 12
BAKER, WALKING, NO_MATERIAL, NORTH_WEST = 41, 134, 24, 12
BAKER, WALKING, NO_MATERIAL, NORTH_EAST = 41, 134, 36, 12
BAKER, WALKING, NO_MATERIAL, EAST       = 41, 134, 48, 12
BAKER, WALKING, NO_MATERIAL, SOUTH_EAST = 41, 134, 60, 12
BAKER, NO_ACTION, NO_MATERIAL, SOUTH_WEST = 41, 134,  0, 1
BAKER, NO_ACTION, NO_MATERIAL, WEST       = 41, 134, 12, 1
BAKER, NO_ACTION, NO_MATERIAL, NORTH_WEST = 41, 134, 24, 1
BAKER, NO_ACTION, NO_MATERIAL, NORTH_EAST = 41, 134, 36, 1
BAKER, NO_ACTION, NO_MATERIAL, EAST       = 41, 134, 48, 1
BAKER, NO_ACTION, NO_MATERIAL, SOUTH_EAST = 41, 134, 60, 1

BAKER, BEND_DOWN, *, NORTH_WEST = 41, 135, 0,  4
BAKER, RAISE_UP, *, NORTH_WEST  = 41, 135, 3, -4
BAKER, BEND_DOWN, *, NORTH_EAST = 41, 136, 0,  4
BAKER, RAISE_UP, *, NORTH_EAST  = 41, 136, 3, -4

BAKER, BEND_DOWN, WATER, NORTH_WEST = 41, 137, 0,  4
BAKER, RAISE_UP, WATER, NORTH_WEST  = 41, 137, 3, -4
BAKER, BEND_DOWN, WATER, NORTH_EAST = 41, 138, 0,  4
BAKER, RAISE_UP, WATER, NORTH_EAST  = 41, 138, 3, -4

BAKER, RAISE_UP, FLOUR, NORTH_WEST  = 41, 139, 0,  4
BAKER, BEND_DOWN, FLOUR, NORTH_WEST = 41, 139, 3, -4
BAKER, RAISE_UP, FLOUR, NORTH_EAST  = 41, 140, 0,  4
BAKER, BEND_DOWN, FLOUR, NORTH_EAST = 41, 140, 3, -4
###
# BAKER movables end
###



###
# PIG_FARMER movables start
###
# wears a FEED_BUCKET to feed pigs (uncomment when implamented)
PIG_FARMER, WALKING, BASKET, SOUTH_WEST = 41, 141,  0, 12
PIG_FARMER, WALKING, BASKET, WEST       = 41, 141, 12, 12
PIG_FARMER, WALKING, BASKET, NORTH_WEST = 41, 141, 24, 12
PIG_FARMER, WALKING, BASKET, NORTH_EAST = 41, 141, 36, 12
PIG_FARMER, WALKING, BASKET, EAST       = 41, 141, 48, 12
PIG_FARMER, WALKING, BASKET, SOUTH_EAST = 41, 141, 60, 12
PIG_FARMER, NO_ACTION, BASKET, SOUTH_WEST = 41, 141,  0, 1
PIG_FARMER, NO_ACTION, BASKET, WEST       = 41, 141, 12, 1
PIG_FARMER, NO_ACTION, BASKET, NORTH_WEST = 41, 141, 24, 1
PIG_FARMER, NO_ACTION, BASKET, NORTH_EAST = 41, 141, 36, 1
PIG_FARMER, NO_ACTION, BASKET, EAST       = 41, 141, 48, 1
PIG_FARMER, NO_ACTION, BASKET, SOUTH_EAST = 41, 141, 60, 1

PIG_FARMER, WALKING, WATER, SOUTH_WEST = 41, 142,  0, 12
PIG_FARMER, WALKING, WATER, WEST       = 41, 142, 12, 12
PIG_FARMER, WALKING, WATER, NORTH_WEST = 41, 142, 24, 12
PIG_FARMER, WALKING, WATER, NORTH_EAST = 41, 142, 36, 12
PIG_FARMER, WALKING, WATER, EAST       = 41, 142, 48, 12
PIG_FARMER, WALKING, WATER, SOUTH_EAST = 41, 142, 60, 12
PIG_FARMER, NO_ACTION, WATER, SOUTH_WEST = 41, 142,  0, 1
PIG_FARMER, NO_ACTION, WATER, WEST       = 41, 142, 12, 1
PIG_FARMER, NO_ACTION, WATER, NORTH_WEST = 41, 142, 24, 1
PIG_FARMER, NO_ACTION, WATER, NORTH_EAST = 41, 142, 36, 1
PIG_FARMER, NO_ACTION, WATER, EAST       = 41, 142, 48, 1
PIG_FARMER, NO_ACTION, WATER, SOUTH_EAST = 41, 142, 60, 1

PIG_FARMER, WALKING, NO_MATERIAL, SOUTH_WEST = 41, 143,  0, 12
PIG_FARMER, WALKING, NO_MATERIAL, WEST       = 41, 143, 12, 12
PIG_FARMER, WALKING, NO_MATERIAL, NORTH_WEST = 41, 143, 24, 12
PIG_FARMER, WALKING, NO_MATERIAL, NORTH_EAST = 41, 143, 36, 12
PIG_FARMER, WALKING, NO_MATERIAL, EAST       = 41, 143, 48, 12
PIG_FARMER, WALKING, NO_MATERIAL, SOUTH_EAST = 41, 143, 60, 12
PIG_FARMER, NO_ACTION, NO_MATERIAL, SOUTH_WEST = 41, 143,  0, 1
PIG_FARMER, NO_ACTION, NO_MATERIAL, WEST       = 41, 143, 12, 1
PIG_FARMER, NO_ACTION, NO_MATERIAL, NORTH_WEST = 41, 143, 24, 1
PIG_FARMER, NO_ACTION, NO_MATERIAL, NORTH_EAST = 41, 143, 36, 1
PIG_FARMER, NO_ACTION, NO_MATERIAL, EAST       = 41, 143, 48, 1
PIG_FARMER, NO_ACTION, NO_MATERIAL, SOUTH_EAST = 41, 143, 60, 1

PIG_FARMER, WALKING, PIG, SOUTH_WEST = 41, 144,  0, 12
PIG_FARMER, WALKING, PIG, WEST       = 41, 144, 12, 12
PIG_FARMER, WALKING, PIG, NORTH_WEST = 41, 144, 24, 12
PIG_FARMER, WALKING, PIG, NORTH_EAST = 41, 144, 36, 12
PIG_FARMER, WALKING, PIG, EAST       = 41, 144, 48, 12
PIG_FARMER, WALKING, PIG, SOUTH_EAST = 41, 144, 60, 12
PIG_FARMER, NO_ACTION, PIG, SOUTH_WEST = 41, 144,  0, 1
PIG_FARMER, NO_ACTION, PIG, WEST       = 41, 144, 12, 1
PIG_FARMER, NO_ACTION, PIG, NORTH_WEST = 41, 144, 24, 1
PIG_FARMER, NO_ACTION, PIG, NORTH_EAST = 41, 144, 36, 1
PIG_FARMER, NO_ACTION, PIG, EAST       = 41, 144, 48, 1
PIG_FARMER, NO_ACTION, PIG, SOUTH_EAST = 41, 144, 60, 1

PIG_FARMER, WALKING, CROP, SOUTH_WEST = 41, 145,  0, 12
PIG_FARMER, WALKING, CROP, WEST       = 41, 145, 12, 12
PIG_FARMER, WALKING, CROP, NORTH_WEST = 41, 145, 24, 12
PIG_FARMER, WALKING, CROP, NORTH_EAST = 41, 145, 36, 12
PIG_FARMER, WALKING, CROP, EAST       = 41, 145, 48, 12
PIG_FARMER, WALKING, CROP, SOUTH_EAST = 41, 145, 60, 12
PIG_FARMER, NO_ACTION, CROP, SOUTH_WEST = 41, 145,  0, 1
PIG_FARMER, NO_ACTION, CROP, WEST       = 41, 145, 12, 1
PIG_FARMER, NO_ACTION, CROP, NORTH_WEST = 41, 145, 24, 1
PIG_FARMER, NO_ACTION, CROP, NORTH_EAST = 41, 145, 36, 1
PIG_FARMER, NO_ACTION, CROP, EAST       = 41, 145, 48, 1
PIG_FARMER, NO_ACTION, CROP, SOUTH_EAST = 41, 145, 60, 1

# feed pigs
PIG_FARMER, ACTION1, BASKET, NORTH_EAST = 41, 146, 0, 12
PIG_FARMER, ACTION1, BASKET, SOUTH_EAST = 41, 147, 0, 12

PIG_FARMER, BEND_DOWN, NO_MATERIAL, NORTH_WEST = 41, 148, 0,  4
PIG_FARMER, RAISE_UP, PIG, NORTH_WEST          = 41, 148, 4,  4
PIG_FARMER, BEND_DOWN, PIG, NORTH_WEST         = 41, 148, 7, -4
PIG_FARMER, RAISE_UP, NO_MATERIAL, NORTH_WEST  = 41, 148, 3, -4

PIG_FARMER, BEND_DOWN, NO_MATERIAL, NORTH_EAST = 41, 149, 0,  4
PIG_FARMER, RAISE_UP, PIG, NORTH_EAST          = 41, 149, 4,  4
PIG_FARMER, BEND_DOWN, PIG, NORTH_EAST         = 41, 149, 7, -4
PIG_FARMER, RAISE_UP, NO_MATERIAL, NORTH_EAST  = 41, 149, 3, -4

PIG_FARMER, BEND_DOWN, *, NORTH_WEST = 41, 150, 0,  4
PIG_FARMER, RAISE_UP, *, NORTH_WEST  = 41, 150, 3, -4

PIG_FARMER, RAISE_UP, CROP, NORTH_WEST  = 41, 151, 0,  4
PIG_FARMER, BEND_DOWN, CROP, NORTH_WEST = 41, 151, 3, -4

PIG_FARMER, RAISE_UP, WATER, NORTH_WEST = 41, 152, 4, 4
PIG_FARMER, RAISE_UP, WATER, NORTH_EAST = 41, 153, 4, 4
###
# PIG_FARMER movables end
###



###
# DONKEY_FARMER movables start
###
# wears a FEED_BUCKET to feed donkeys (uncomment when implamented)
DONKEY_FARMER, WALKING, BASKET, SOUTH_WEST = 41, 141,  0, 12
DONKEY_FARMER, WALKING, BASKET, WEST       = 41, 141, 12, 12
DONKEY_FARMER, WALKING, BASKET, NORTH_WEST = 41, 141, 24, 12
DONKEY_FARMER, WALKING, BASKET, NORTH_EAST = 41, 141, 36, 12
DONKEY_FARMER, WALKING, BASKET, EAST       = 41, 141, 48, 12
DONKEY_FARMER, WALKING, BASKET, SOUTH_EAST = 41, 141, 60, 12
DONKEY_FARMER, NO_ACTION, BASKET, SOUTH_WEST = 41, 141,  0, 1
DONKEY_FARMER, NO_ACTION, BASKET, WEST       = 41, 141, 12, 1
DONKEY_FARMER, NO_ACTION, BASKET, NORTH_WEST = 41, 141, 24, 1
DONKEY_FARMER, NO_ACTION, BASKET, NORTH_EAST = 41, 141, 36, 1
DONKEY_FARMER, NO_ACTION, BASKET, EAST       = 41, 141, 48, 1
DONKEY_FARMER, NO_ACTION, BASKET, SOUTH_EAST = 41, 141, 60, 1

DONKEY_FARMER, WALKING, WATER, SOUTH_WEST = 41, 142,  0, 12
DONKEY_FARMER, WALKING, WATER, WEST       = 41, 142, 12, 12
DONKEY_FARMER, WALKING, WATER, NORTH_WEST = 41, 142, 24, 12
DONKEY_FARMER, WALKING, WATER, NORTH_EAST = 41, 142, 36, 12
DONKEY_FARMER, WALKING, WATER, EAST       = 41, 142, 48, 12
DONKEY_FARMER, WALKING, WATER, SOUTH_EAST = 41, 142, 60, 12
DONKEY_FARMER, NO_ACTION, WATER, SOUTH_WEST = 41, 142,  0, 1
DONKEY_FARMER, NO_ACTION, WATER, WEST       = 41, 142, 12, 1
DONKEY_FARMER, NO_ACTION, WATER, NORTH_WEST = 41, 142, 24, 1
DONKEY_FARMER, NO_ACTION, WATER, NORTH_EAST = 41, 142, 36, 1
DONKEY_FARMER, NO_ACTION, WATER, EAST       = 41, 142, 48, 1
